term,mean_tfidf_before,mean_tfidf_after,diff,doc_freq_before,doc_freq_after,clean
novelty,8.523610886334771e-05,0.00022899079116734308,0.00014375468230399537,1,3,True
building energy,0.0003923764823011055,0.0005361308966873256,0.00014375441438622011,2,8,True
ground water,0.0,0.00014375038544759905,0.00014375038544759905,0,3,True
reviews current,8.665704293869033e-05,0.00023039982735452048,0.00014374278441583015,1,3,True
comprise,6.814367342979904e-05,0.00021186696455376038,0.00014372329112396134,1,4,True
countries far,0.00012885762853503827,0.0002725324156017905,0.0001436747870667522,1,3,True
compilation,0.0,0.00014362346556800017,0.00014362346556800017,0,4,True
381,0.0,0.0001435687572802205,0.0001435687572802205,0,3,False
based measures,7.471020140034593e-05,0.00021826213637007885,0.00014355193496973294,1,2,False
save,0.0006935584743093782,0.0008370478171400798,0.00014348934283070166,6,14,True
analysis thesis,0.0,0.00014343000529101963,0.00014343000529101963,0,3,True
2012 new,0.0,0.0001433694633177162,0.0001433694633177162,0,3,True
2040,0.0,0.00014333372510661794,0.00014333372510661794,0,3,False
articles,0.0005979652323442953,0.0007412820003025337,0.00014331676795823845,5,12,True
confounding,0.0,0.00014329066370173275,0.00014329066370173275,0,3,True
quo,0.0002771652965667503,0.0004203357540741751,0.00014317045750742482,2,5,True
climate economic,0.0,0.0001431279011609842,0.0001431279011609842,0,3,True
crucial future,0.0,0.0001430876051927352,0.0001430876051927352,0,3,True
eventually,0.0006589043452777712,0.0008019877191431153,0.00014308337386534408,7,15,True
abkommen,5.325851372622271e-05,0.00019633470414508436,0.00014307619041886165,1,3,True
architectures,0.000381608287151877,0.0005246483234531158,0.0001430400363012388,3,8,True
quadro,6.314997462118722e-05,0.00020616253543277754,0.00014301256081159031,1,4,True
billions dollars,0.0003183076475668905,0.00046131698280454545,0.00014300933523765495,3,8,True
nowadays,0.00013261718336071682,0.0002756002038639733,0.0001429830205032565,1,4,True
extreme events,8.126495914832833e-05,0.0002241898971253759,0.00014292493797704757,1,3,True
past 15,0.0,0.00014291225810395995,0.00014291225810395995,0,3,True
plot,0.00016200706430877863,0.00030486909298596884,0.0001428620286771902,1,5,True
approach based,9.675418280203466e-05,0.0002396111018188817,0.00014285691901684704,1,5,True
conservation goals,0.0,0.00014277493278163958,0.00014277493278163958,0,3,True
pays,0.0002464694671482576,0.00038919359637220344,0.00014272412922394583,3,6,True
days,0.00021205656751221416,0.00035476169691219656,0.0001427051293999824,2,4,True
feeding,0.0,0.0001426631540601231,0.0001426631540601231,0,4,True
gering,0.0001432710582390337,0.00028573690266145885,0.00014246584442242514,2,5,True
politischen rahmenbedingungen,0.0,0.000142399786118436,0.000142399786118436,0,3,True
dominant,0.0003618031592435607,0.000504072275902726,0.00014226911665916523,4,13,True
emission greenhouse,0.0009239004205874827,0.001066151096337874,0.00014225067575039142,7,16,True
change agreements,0.0,0.00014222549288300215,0.00014222549288300215,0,3,True
firewood,0.0002023085723590774,0.00034451650625480897,0.00014220793389573157,2,6,True
indicative,0.0,0.0001421437949136381,0.0001421437949136381,0,3,True
results project,0.00012789397121474872,0.0002700213447019357,0.00014212737348718695,1,5,True
existing effective,0.0,0.00014210896182806877,0.00014210896182806877,0,3,True
innovation diffusion,9.536697811842939e-05,0.000237342887306852,0.0001419759091884226,1,3,True
renewable energy,0.005292130390233208,0.005434080450387746,0.00014195006015453853,64,120,True
early action,5.4069014361356634e-05,0.000196009173006609,0.00014194015864525238,1,3,True
pillars,4.727591874530936e-05,0.00018920397620603553,0.00014192805746072616,1,3,True
new plants,9.1557210998457e-05,0.000233460831367698,0.00014190362036924098,1,3,True
clear projects,0.0,0.0001418967327417617,0.0001418967327417617,0,3,True
predicted,0.0006337342490057262,0.0007756102251703497,0.0001418759761646235,7,16,True
maintained,0.00047924003741187397,0.0006211084951697865,0.00014186845775791249,4,11,True
diseases,0.00026928274687164957,0.0004111354010256674,0.00014185265415401783,4,7,True
slope,5.95644126764638e-05,0.0002014094789143254,0.00014184506623786159,1,2,False
guidance,0.0010318471485903065,0.0011736821636486464,0.00014183501505833987,12,27,True
171,2.7038326374259125e-05,0.0001688659883878886,0.00014182766201362949,1,3,False
research environmental,2.7865905198035677e-05,0.00016965969854881426,0.00014179379335077857,1,2,False
development development,4.463499188744939e-05,0.00018642322755139856,0.00014178823566394916,1,4,True
jährlich,0.0,0.00014175100381322257,0.00014175100381322257,0,3,True
accessing,0.0001242767604612024,0.00026600088288762007,0.00014172412242641766,1,5,True
collected using,0.0,0.0001417175062385357,0.0001417175062385357,0,3,True
contribution global,0.0001295521230114231,0.0002712597586363097,0.00014170763562488658,1,5,True
emission factor,0.0001255064400844687,0.0002671945438136348,0.0001416881037291661,1,4,True
poses question,0.0,0.0001416430668973405,0.0001416430668973405,0,3,True
projects countries,0.00019665391469669998,0.0003380890019242797,0.00014143508722757974,2,6,True
leaving,0.00011076242559295599,0.00025217876069031985,0.00014141633509736387,1,4,True
lagrangian,0.0,0.0001414018780628718,0.0001414018780628718,0,3,True
markets development,0.00012254222785534633,0.00026393919871183055,0.00014139697085648422,1,2,False
operational entities,0.00012823141798779197,0.0002696230540939117,0.00014139163610611975,1,4,True
rich,0.0009616944449435268,0.0011030859702485596,0.0001413915253050328,10,25,True
economic technical,0.0,0.000141383368441367,0.000141383368441367,0,3,True
investitionen,0.00015582010930501316,0.00029714572035341295,0.0001413256110483998,2,4,True
theory used,0.0,0.00014126671131214972,0.00014126671131214972,0,3,True
utilization biomass,0.0,0.0001412611720419079,0.0001412611720419079,0,3,True
results imply,9.898739584934356e-05,0.00024010668285934646,0.00014111928701000288,1,3,True
emerged,0.0009428020601813806,0.0010838562131261563,0.0001410541529447757,10,20,True
vulnerable communities,0.00014321789085472404,0.0002842497007461075,0.00014103180989138346,1,3,True
usually,0.00033484193958259673,0.0004758385251720427,0.00014099658558944597,4,9,True
specific focus,8.09067292844877e-05,0.00022188989736467016,0.00014098316808018246,1,5,True
abstract global,0.0,0.0001409323895575488,0.0001409323895575488,0,3,True
filters,0.0,0.00014090914316188674,0.00014090914316188674,0,3,True
invaluable,0.00015135337581487343,0.0002922565353679935,0.00014090315955312007,1,3,True
local policy,0.0,0.0001408688425724571,0.0001408688425724571,0,3,True
delivers,5.188684776597996e-05,0.00019273513927701985,0.0001408482915110399,1,3,True
change generate,0.0,0.00014082192245604762,0.00014082192245604762,0,3,True
cdm renewable,8.820723601333219e-05,0.00022895096577240764,0.00014074372975907547,1,3,True
saharan africa,0.00048714697105842436,0.0006278159639329354,0.00014066899287451106,5,10,True
development furthermore,0.0,0.00014065185790251486,0.00014065185790251486,0,3,True
development deployment,0.0,0.00014064929962347427,0.00014064929962347427,0,3,True
international national,0.0002534530074466406,0.0003940787406306908,0.00014062573318405022,1,5,True
developing carbon,0.00042264910425702954,0.0005632059366188782,0.00014055683236184862,2,8,True
os efeitos,0.0,0.0001405279023450621,0.0001405279023450621,0,3,True
financeiros,0.0,0.00014044676766280384,0.00014044676766280384,0,3,True
overlooked,0.00014704556934246328,0.00028747627967504473,0.00014043071033258145,1,5,True
standard deviation,0.0,0.00014043063244572397,0.00014043063244572397,0,3,True
ha standard,0.0,0.00014043063244572397,0.00014043063244572397,0,3,True
rain,0.0005882924012206068,0.0007286822882451938,0.00014038988702458702,5,10,True
organics,0.0,0.000140387295989709,0.000140387295989709,0,3,True
controlled,0.0007913991068532492,0.0009317486374700435,0.00014034953061679433,7,16,True
limpa,0.0,0.00014031025692204618,0.00014031025692204618,0,3,True
manufacture,0.00021759083809745456,0.0003578416773481783,0.00014025083925072376,2,7,True
39,0.00010922411749905313,0.0002494440815868354,0.00014021996408778228,2,5,False
january 2010,0.0,0.00014020653523385662,0.00014020653523385662,0,3,True
scale carbon,0.00017480183937454582,0.00031499090390803937,0.00014018906453349355,2,4,True
better address,0.0,0.00014014723409499336,0.00014014723409499336,0,3,True
collective,0.000728352676043832,0.0008684794505022599,0.0001401267744584279,6,18,True
existing national,9.05447723586317e-05,0.00023065928943002932,0.00014011451707139763,1,4,True
countries ldcs,0.00011998143918213181,0.00026006722994702177,0.00014008579076488995,1,4,True
warming main,0.0,0.00014005141631092207,0.00014005141631092207,0,3,True
paper indicates,0.0001254508520712708,0.0002654715661387238,0.000140020714067453,1,3,True
collecting,0.0001133632732867553,0.0002533752859349745,0.00014001201264821918,1,5,True
mechanism available,6.328796389013693e-05,0.0002032855843606843,0.00013999762047054736,1,2,False
regarding additionality,0.00010027045899457346,0.00024023940399117585,0.0001399689449966024,1,4,True
ist dieser,0.0,0.00013994687442109104,0.00013994687442109104,0,3,True
highly uncertain,0.0,0.0001399334356086876,0.0001399334356086876,0,3,True
metodologias,0.0,0.00013991986394459356,0.00013991986394459356,0,3,True
auf die,0.0003233064009091437,0.00046316202513206324,0.00013985562422291954,4,9,True
political support,0.0,0.00013981533361631944,0.00013981533361631944,0,3,True
practiced,0.00020654027772725413,0.00034635551149380593,0.0001398152337665518,2,7,True
hinder,0.00021736291667711637,0.0003571693211645603,0.00013980640448744391,2,5,True
comparative policy,0.0,0.00013978953211330017,0.00013978953211330017,0,3,True
required achieve,0.0,0.0001397665934746799,0.0001397665934746799,0,3,True
1975,0.0,0.0001397304556797663,0.0001397304556797663,0,3,False
future market,0.00024782929340715727,0.00038755367829504064,0.00013972438488788337,2,7,True
biodegradable,9.44520499499229e-05,0.00023401290694386123,0.00013956085699393832,1,4,True
interview,8.130225635252645e-05,0.00022085682995057128,0.00013955457359804483,1,5,True
sheet,0.00010019168131314047,0.00023966997477643413,0.00013947829346329366,1,3,True
auswirkungen der,0.0,0.00013947700902795996,0.00013947700902795996,0,3,True
assunto,0.0,0.00013946384285211367,0.00013946384285211367,0,3,True
25 40,0.0,0.00013940564251968356,0.00013940564251968356,0,3,False
energy economy,8.875721925841941e-05,0.00022805760604993768,0.00013930038679151827,1,3,True
unfair,4.5651661266020294e-05,0.00018490092772003637,0.00013924926645401606,1,3,True
ambitious climate,6.82865864032509e-05,0.00020748669213991987,0.00013920010573666895,1,3,True
stabilization,0.00038021932223380014,0.0005192891750286483,0.00013906985279484816,3,10,True
explores possible,0.00010831956560623633,0.0002473772795049219,0.00013905771389868555,1,4,True
technologies,0.0064439276981210864,0.006582941559976002,0.0001390138618549159,93,161,True
forcing,0.00028675317606456646,0.00042574898480811493,0.00013899580874354847,3,8,True
make commitments,0.00011813255024955627,0.0002571183351097562,0.00013898578486019994,1,3,True
im dezember,0.00012128329409224571,0.0002602226949480787,0.000138939400855833,1,4,True
geographic distribution,8.32766985272074e-05,0.00022219915808002912,0.00013892245955282172,1,3,True
completion,5.058924868146535e-05,0.00018942000746191416,0.0001388307587804488,1,4,True
development community,8.810079918216672e-05,0.00022683751673144455,0.00013873671754927784,1,5,True
political ecology,5.674296399403925e-05,0.00019522109097658025,0.000138478126982541,1,3,True
sinne,0.0,0.00013846324072934983,0.00013846324072934983,0,3,True
aufzuzeigen,0.0,0.00013846324072934983,0.00013846324072934983,0,3,True
broadening,2.7865905198035677e-05,0.00016628339001368368,0.000138417484815648,1,2,False
change emerging,2.7865905198035677e-05,0.0001662805246015717,0.000138414619403536,1,2,False
configuration,5.89404960214596e-05,0.00019730412978406198,0.00013836363376260236,1,3,True
oil effluent,9.90037301009622e-05,0.00023734889088962522,0.00013834516078866301,1,5,True
effluent pome,9.90037301009622e-05,0.00023734889088962522,0.00013834516078866301,1,5,True
applied case,0.00010338578374625583,0.0002416102819803572,0.00013822449823410138,1,3,True
seemingly,0.00023564245272742385,0.00037366544604515445,0.0001380229933177306,2,8,True
subsidies tax,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
power faces,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
prospects wind,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
power despite,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
years 98,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
incentives tradable,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
growth wind,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
instruments including,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
barriers overcome,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
studies indicate,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
power capacity,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
guarantees mandatory,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
grid access,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
promoting wind,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
institutional market,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
certificates feed,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
including capital,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
access guarantees,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
total current,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
earth wind,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
2050 wind,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
employed various,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
indicate earth,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
significantly exceeds,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
annual growth,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
exceeds global,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
current wind,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
wind generating,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
countries played,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
supply 34,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
power global,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
capacity installed,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
mandatory standards,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
tariffs grid,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
countries employed,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
demand currently,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
initiatives resulting,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
installed developed,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
currently derived,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
faces large,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
supply potential,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
needs 2050,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
despite 40,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
derived wind,0.0,0.0001378769698397951,0.0001378769698397951,0,3,True
valuable,0.0010307448747644346,0.0011686070186119044,0.00013786214384746984,12,25,True
potential gwp,0.0,0.00013781726455741437,0.00013781726455741437,0,3,True
67,0.000500651251205815,0.000638433385353483,0.00013778213414766794,4,13,False
november 2009,0.0,0.00013777570741444148,0.00013777570741444148,0,3,True
energy based,0.00012123566256044866,0.00025899397473691857,0.00013775831217646993,1,4,True
adverse,0.001294608053172578,0.001432315184367399,0.000137707131194821,16,31,True
fairness,0.00018408536971258036,0.00032177675707278897,0.0001376913873602086,2,5,True
multi year,0.0,0.0001376905544491398,0.0001376905544491398,0,3,True
accurate estimation,0.0,0.00013762957531764477,0.00013762957531764477,0,3,True
investment decision,0.0001124026723917676,0.00025000364557494956,0.00013760097318318197,1,5,True
technology focus,0.0,0.0001375335467497402,0.0001375335467497402,0,3,True
yunnan province,0.0002315300256864441,0.00036904488615607627,0.00013751486046963216,1,3,True
simplest,0.0,0.00013745948050198367,0.00013745948050198367,0,3,True
negative consequences,0.00015064245557600022,0.0002881010704973042,0.00013745861492130398,1,5,True
harnessing,4.872292210959474e-05,0.00018617576221378917,0.00013745284010419442,1,2,False
sacrifices,0.0,0.0001374251887771515,0.0001374251887771515,0,3,True
warrant,6.513499533509791e-05,0.00020255567564467458,0.00013742068030957665,1,5,True
auswirkungen,8.791939616390921e-05,0.00022532790334699654,0.00013740850718308733,1,4,True
rare,0.00016460860356009693,0.0003019885905579127,0.00013737998699781575,2,5,True
existing policy,8.665704293869033e-05,0.00022400311257269153,0.0001373460696340012,1,3,True
globe,0.0004395582940055758,0.000576818381140979,0.00013726008713540322,5,11,True
fall short,0.00010843461385548496,0.00024568820630769324,0.00013725359245220827,1,4,True
low quality,0.0,0.00013724251724658545,0.00013724251724658545,0,3,True
change considered,7.262923852107095e-05,0.00020984952071127067,0.00013722028219019972,1,3,True
political dimensions,0.0,0.0001372163768346754,0.0001372163768346754,0,3,True
countries world,0.0003926080886882967,0.0005297832233398723,0.00013717513465157566,3,10,True
potential agricultural,0.0,0.00013702547791714104,0.00013702547791714104,0,3,True
systeme,0.0,0.0001370039089852883,0.0001370039089852883,0,3,True
average annual,0.0,0.00013699440887505524,0.00013699440887505524,0,3,True
gc,0.0,0.0001369508910754714,0.0001369508910754714,0,3,False
os resultados,0.0,0.0001368614393797062,0.0001368614393797062,0,3,True
market forces,0.00015010417659062206,0.00028696127622718774,0.00013685709963656568,2,6,True
em desenvolvimento,0.00017818952419450417,0.00031504631269744924,0.00013685678850294507,3,7,True
financial market,0.0002201079060682594,0.00035693163127857315,0.00013682372521031376,2,4,True
role carbon,0.00018631246272049303,0.00032312673870944796,0.00013681427598895494,2,4,True
win mechanism,0.00011499936673715029,0.00025181048528567394,0.00013681111854852365,1,2,False
dezember,0.0002008971318819575,0.0003376922226074858,0.0001367950907255283,1,5,True
ambient air,0.0,0.00013669850351898056,0.00013669850351898056,0,3,True
1990s hfc,0.0,0.00013669850351898056,0.00013669850351898056,0,3,True
gasgreenhouse,0.0,0.0001366294034684037,0.0001366294034684037,0,3,True
gasgreenhouse gas,0.0,0.0001366294034684037,0.0001366294034684037,0,3,True
verschiedene,0.00014776856357250724,0.00028438167908564763,0.0001366131155131404,2,6,True
regulatory instruments,0.00029873914634522263,0.0004353140775948742,0.0001365749312496516,2,6,True
oil,0.003027952510178969,0.0031644491761166726,0.0001364966659377037,31,58,True
cycle assessment,0.00029009118678509306,0.00042657147681853024,0.00013648029003343718,3,9,True
certification programs,0.0,0.0001364486276239376,0.0001364486276239376,0,3,True
crisis era,2.929815001732306e-05,0.00016566489008774948,0.00013636674007042643,1,2,False
mitigation option,0.00011493628749355141,0.0002512991268015287,0.0001363628393079773,1,3,True
mechanism role,5.615247610225423e-05,0.0001924910307714762,0.00013633855466922196,2,2,False
sequestration higher,0.0,0.00013630511206905917,0.00013630511206905917,0,3,True
legitimate,0.00020085240539494286,0.0003370696221973339,0.00013621721680239106,2,5,True
countries thesis,0.0,0.00013620545653865963,0.00013620545653865963,0,3,True
reihe,0.0,0.00013616484069224814,0.00013616484069224814,0,3,True
went,0.00019056252372303843,0.0003267223162751388,0.00013615979255210035,1,6,True
stable high,0.0,0.00013613764799064656,0.00013613764799064656,0,3,True
proportion,0.0005221305431667545,0.0006581247589039392,0.0001359942157371847,7,12,True
coordinated response,0.0,0.00013594369264728054,0.00013594369264728054,0,3,True
norm,8.31045032331983e-05,0.00021879789102493508,0.00013569338779173678,1,4,True
christian,3.000526456452903e-05,0.00016568887306829866,0.00013568360850376964,1,2,False
thesis examine,7.990050920417049e-05,0.00021556297081582113,0.00013566246161165064,1,4,True
exacerbate,0.00012908073201221474,0.0002647274026632282,0.00013564667065101346,1,5,True
generation capacity,8.577861889761974e-05,0.00022133356091373277,0.00013555494201611303,1,4,True
buildings economic,0.0,0.00013554318841213324,0.00013554318841213324,0,3,True
den einfluss,0.0,0.00013552955991466109,0.00013552955991466109,0,3,True
growth energy,0.00024475930239218263,0.00038015661216728126,0.00013539730977509863,2,8,True
play key,5.188684776597996e-05,0.0001872248396234954,0.00013533799185751544,1,3,True
clearly defined,0.00014712113412578492,0.00028240914830569846,0.00013528801417991355,1,5,True
mitigation options,0.0003099215041321928,0.0004452078595429726,0.00013528635541077978,3,7,True
market based,0.0020198082177616304,0.002155013912193538,0.0001352056944319076,25,50,True
countries land,0.0,0.00013514647096583555,0.00013514647096583555,0,3,True
include development,0.0,0.00013514442524296483,0.00013514442524296483,0,3,True
photos,0.0,0.00013513927653856922,0.00013513927653856922,0,3,True
ex post,0.00043914763319424945,0.0005742568666288023,0.0001351092334345529,4,9,True
prediction,0.00039038490859804416,0.0005254472162790828,0.00013506230768103866,4,10,True
defaults,0.0,0.00013503986911678125,0.00013503986911678125,0,3,True
alarming,0.00014124820261032046,0.00027626911730276016,0.0001350209146924397,1,3,True
subjected,6.613763398603001e-05,0.00020111463285426345,0.00013497699886823344,1,3,True
concentrations greenhouse,0.000358794726714645,0.000493680686731615,0.00013488596001696995,4,9,True
risk factors,0.00018850600660566696,0.00032337375192594193,0.00013486774532027497,2,3,True
management plan,0.0,0.0001348547505980657,0.0001348547505980657,0,3,True
effective climate,0.00039709574218020193,0.0005319251828420473,0.00013482944066184538,3,3,True
temporal,0.00044427095536345726,0.000579095293324027,0.00013482433796056976,5,12,True
leakage emissions,0.00012308289512178276,0.00025790509051170155,0.00013482219538991878,1,4,True
project using,6.140839893995169e-05,0.0001962148156055798,0.00013480641666562812,1,3,True
increase income,0.0,0.00013479311409572874,0.00013479311409572874,0,3,True
2020,0.0018942820109714878,0.002028989195110984,0.00013470718413949615,16,47,False
appealing,0.0,0.00013467843066742569,0.00013467843066742569,0,3,True
root,0.00030115838874073946,0.00043583594046070235,0.00013467755171996289,3,8,True
blamed,0.0,0.00013467058624936536,0.00013467058624936536,0,3,True
000 years,0.0,0.00013460230297316687,0.00013460230297316687,0,3,True
campo,7.243569758673544e-05,0.00020700645606399077,0.00013457075847725532,1,3,True
benefited,0.00021353816937404163,0.0003480676352652537,0.00013452946589121204,2,6,True
regarding carbon,0.00011598045417361703,0.0002504037400412444,0.00013442328586762736,1,5,True
sustainably manage,0.0,0.00013436408470026445,0.00013436408470026445,0,3,True
sistema,7.243569758673544e-05,0.00020669258060774362,0.00013425688302100817,1,3,True
rhetoric,0.0001299166654363155,0.0002641307246922942,0.0001342140592559787,1,4,True
el,0.0011527738681503601,0.001286981135640685,0.00013420726749032493,8,14,False
scheme greenhouse,9.278149259899026e-05,0.00022698303154027402,0.00013420153894128377,1,3,True
conceptualized,0.00011994493014384381,0.00025407315405119374,0.00013412822390734992,1,5,True
53,0.00035304385789743065,0.00048704980340075687,0.00013400594550332622,4,11,False
countries reducing,0.00010703437213894414,0.0002410297318833305,0.00013399535974438636,1,4,True
roots,0.00013532617553467378,0.0002693020433531081,0.00013397586781843435,1,4,True
phase ii,0.00010430069603482865,0.0002382295126142966,0.00013392881657946795,1,3,True
brasileira,6.476975256593451e-05,0.0001986296657777171,0.0001338599132117826,1,3,True
catalyze,0.00012354589841247102,0.00025736219406528426,0.00013381629565281325,1,5,True
predictive,0.00012127322128413552,0.00025508827151129944,0.00013381505022716392,1,5,True
sequestration emission,0.0,0.0001337247947175171,0.0001337247947175171,0,3,True
financing new,0.0,0.00013363371657164585,0.00013363371657164585,0,3,True
transmitted,9.52309330269272e-05,0.00022882574532469226,0.00013359481229776506,1,2,False
past experiences,0.0,0.0001335180629081962,0.0001335180629081962,0,3,True
interesse,0.0,0.000133486888551456,0.000133486888551456,0,3,True
reduzieren,5.1926611681113954e-05,0.00018535685183986253,0.00013343024015874858,1,4,True
level particularly,5.026619828673698e-05,0.00018365912092344386,0.0001333929226367069,1,2,False
large quantities,8.561230670426121e-05,0.00021899152613915078,0.00013337921943488957,1,4,True
response climate,0.00030201589461323716,0.00043534147242186005,0.0001333255778086229,3,9,True
investment development,0.0,0.0001333086491406741,0.0001333086491406741,0,3,True
premise,5.973550785879453e-05,0.0001930327705855589,0.00013329726272676436,1,3,True
leaves,0.00018885159960083017,0.0003221349582070282,0.00013328335860619806,2,6,True
farm size,0.0,0.0001332694778779669,0.0001332694778779669,0,3,True
possíveis,6.476975256593451e-05,0.00019801962672253765,0.00013324987415660314,1,3,True
det finns,0.0,0.00013322754414385048,0.00013322754414385048,0,3,True
apenas,6.314997462118722e-05,0.00019637256540499994,0.00013322259078381272,1,4,True
protection sustainable,0.0,0.0001332200842150429,0.0001332200842150429,0,3,True
current international,0.0001838537484972466,0.00031706496178412005,0.00013321121328687346,1,5,True
production cost,9.951978553212153e-05,0.0002327014135386264,0.00013318162800650486,1,4,True
april 2010,0.0,0.0001331538426388347,0.0001331538426388347,0,3,True
indian wind,0.00012254222785534633,0.00025567283151431533,0.000133130603658969,1,2,False
maßnahmen zur,0.0,0.0001331069331626453,0.0001331069331626453,0,3,True
regulation international,0.0,0.0001330589078997675,0.0001330589078997675,0,3,True
development vol,0.00028869808612354167,0.00042175346834981095,0.00013305538222626928,5,7,True
ad,0.0003687214227047775,0.0005017722499680114,0.0001330508272632339,3,9,False
ohio,5.2529187827577254e-05,0.00018545740986221953,0.00013292822203464228,1,2,False
march,0.0006655045529989441,0.0007983816583484562,0.0001328771053495121,9,16,True
liegen,0.0,0.0001328545143331432,0.0001328545143331432,0,3,True
date national,0.0,0.0001328467734736491,0.0001328467734736491,0,3,True
human caused,0.0,0.00013278268442233068,0.00013278268442233068,0,3,True
change increasingly,0.0,0.0001327452564783323,0.0001327452564783323,0,3,True
il est,0.0,0.00013274008916941394,0.00013274008916941394,0,3,True
funding mechanism,0.00018744008852904047,0.00032016982148285307,0.0001327297329538126,1,6,True
weighing,0.0,0.00013271327883522085,0.00013271327883522085,0,3,True
72,0.00012789397121474872,0.00026054296574688974,0.00013264899453214102,1,5,False
data emission,0.0,0.00013255007444257856,0.00013255007444257856,0,3,True
avenue,0.00012910452421234907,0.0002616540402228365,0.00013254951601048744,1,3,True
ranks,0.00022587602116567562,0.0003583964093584161,0.0001325203881927405,2,5,True
carbon nitrogen,9.044063155946005e-05,0.000222884915349367,0.00013244428378990695,1,3,True
level increase,0.0,0.00013237208410884067,0.00013237208410884067,0,3,True
policies paper,9.257064812642891e-05,0.00022492013299621916,0.00013234948486979024,1,3,True
addressed issue,0.0,0.0001323372187026652,0.0001323372187026652,0,3,True
report focuses,0.00025578651766302197,0.00038809913973642397,0.000132312622073402,2,5,True
sich auf,7.474476893909335e-05,0.00020699716786711452,0.00013225239892802117,1,5,True
costs abatement,0.00021074014807804896,0.0003429905863721903,0.00013225043829414137,2,6,True
check,0.00019141773579544724,0.0003235956072472964,0.00013217787145184914,2,7,True
concerted,0.00012629526902707724,0.00025846385662851455,0.00013216858760143731,1,4,True
stove,0.00011370736628401809,0.0002458717599060237,0.00013216439362200559,1,2,False
besonders,0.0001550045781004858,0.0002871231962803695,0.00013211861817988366,2,6,True
consequent reduction,0.0,0.0001320634668200809,0.0001320634668200809,0,3,True
29,0.00041999282818913375,0.0005520313231151463,0.00013203849492601257,7,15,False
black carbon,9.059030936218658e-05,0.00022259357686630913,0.00013200326750412253,1,2,False
designs,0.000382430926498322,0.0005144009065223097,0.00013196998002398775,4,10,True
generate,0.00236699104354425,0.0024989355778730405,0.00013194453432879057,31,64,True
sustainable land,0.0,0.00013186920791939484,0.00013186920791939484,0,4,True
government business,9.075689016198453e-05,0.00022261853332833058,0.00013186164316634607,1,4,True
application renewable,0.0,0.0001317482650791791,0.0001317482650791791,0,3,True
solution problem,0.0001929241872866635,0.00032459763712266277,0.00013167344983599927,2,3,True
efficiency standards,0.0,0.00013165791556117598,0.00013165791556117598,0,3,True
upgrading current,0.0,0.00013165791556117598,0.00013165791556117598,0,3,True
chinese bee,0.0,0.00013165791556117598,0.00013165791556117598,0,3,True
countries trade,5.077108151580936e-05,0.00018241146479919972,0.00013164038328339036,1,3,True
possiveis,0.0,0.00013150333972535418,0.00013150333972535418,0,3,True
reform,0.0015503496655579453,0.0016818414755332843,0.00013149180997533904,19,40,True
finns,7.242775225159807e-05,0.00020391815430669737,0.00013149040205509929,1,3,True
